#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
en-US	7	1	1	2	"Basanti makes 8 loaves of bread. She gives 3 loaves of bread to her cousin. How many loaves of bread does she have left?"	Basanti makes 8 loaves of bread. She gives 3 loaves of bread to her cousin. How many loaves of bread does she have left?	8	7	6	5	loaves	loaves	loaves	loaves	8 - 3 = <5>	4	8	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	7	1	2	2	"Pooja has 9 bracelets. She loses 2 of them. How many bracelets does Pooja have left?"	Pooja has 9 bracelets. She loses 2 of them. How many bracelets does Pooja have left?	9	7	5	3	bracelets	bracelets	bracelets	bracelets	9 - 2 = <7>	2	9	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	7	1	3	2	"There are 9 kites flying in the sky. A wind blows 3 kites down on the ground. How many kites are still flying in the sky?"	There are 9 kites flying in the sky. A wind blows 3 kites down on the ground. How many kites are still flying in the sky?	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	7	1	4	2	"A farmer gathered 16 eggs. She used 4 eggs to make breakfast. How many eggs does she have left?"	A farmer gathered 16 eggs. She used 4 eggs to make breakfast. How many eggs does she have left?	11	12	13	14	eggs	eggs	eggs	eggs	16 - 4 = <12>	2	16	4	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	7	1	5	2	"There are 12 cats on a fence. 1 cat jumps down off of the fence. How many cats are left on the fence?"	There are 12 cats on a fence. 1 cat jumps down off of the fence. How many cats are left on the fence?	11	12	13	14	cats	cats	cats	cats	12 - 1 = <11>	1	12	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	2	1	2	"Aayushi has 8 pencils. She loses 7 of them. How many pencils does Aayushi have left?"	Aayushi has 8 pencils. She loses 7 of them. How many pencils does Aayushi have left?	1	2	3	4	pencil	pencils	pencils	pencils	8 - 7 = <1>	1	8	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	7	2	2	2	"There are 9 kites flying in the sky. A wind blows 3 kites down on the ground. How many kites are still flying in the sky?"	There are 9 kites flying in the sky. A wind blows 3 kites down on the ground. How many kites are still flying in the sky?	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	7	2	3	2	"Pushpa has 7 cookies. She eats 2 of them. How many cookies does she have left?"	Pushpa has 7 cookies. She eats 2 of them. How many cookies does she have left?	3	4	5	6	cookies	cookies	cookies	cookies	7 - 2 = <5>	3	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	7	2	4	2	"There are 12 cats on a fence. 1 cat jumps down off of the fence. How many cats are left on the fence?"	There are 12 cats on a fence. 1 cat jumps down off of the fence. How many cats are left on the fence?	11	12	13	14	cats	cats	cats	cats	12 - 1 = <11>	1	12	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	2	5	2	"A farmer gathered 16 eggs. She used 4 eggs to make breakfast. How many eggs does she have left?"	A farmer gathered 16 eggs. She used 4 eggs to make breakfast. How many eggs does she have left?	11	12	13	14	eggs	eggs	eggs	eggs	16 - 4 = <12>	2	16	4	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	8	1	1	5	"Alka and Tarun have 5 children. 2 of them are sons. How many daughters do they have?"	Alka and Tarun have 5 children. 2 of them are sons. How many daughters do they have?	2	3	4	5	daughters	daughters	daughters	daughters	5 = 2 + <3>	2	2	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	1	2	5	"Urmi has 7 shirts in her closet. 3 of them are blue and the rest are green. How many green shirts does she have?"	Urmi has 7 shirts in her closet. 3 of them are blue and the rest are green. How many green shirts does she have?	3	4	5	6	green shirts	green shirts	green shirts	green shirts	7 = 3 + <4>	2	3	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	1	3	5	"There are 9 children in a classroom. 6 of them are boys. How many girls are in the classroom?"	There are 9 children in a classroom. 6 of them are boys. How many girls are in the classroom?	3	6	9	12	girls	girls	girls	girls	9 = 6 + <3>	1	6	3	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	8	1	4	5	"Sumit and Vaishali drew 8 pictures together. Sumit drew 3 pictures. How many pictures did Vaishali draw?"	Sumit and Vaishali drew 8 pictures together. Sumit drew 3 pictures. How many pictures did Vaishali draw?	3	5	8	11	pictures	pictures	pictures	pictures	8 = 3 + <5>	2	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	8	1	5	5	"Jiya and her brother picked 6 mangoes together. Jiya picked 4 mangoes. How many mangoes did her brother pick?"	Jiya and her brother picked 6 mangoes together. Jiya picked 4 mangoes. How many mangoes did her brother pick?	2	4	6	8	mangoes	mangoes	mangoes	mangoes	6 = 4 + <2>	1	4	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	8	2	1	5	"Prabha has 9 balloons. 6 are green and the rest are blue. How many balloons are blue?"	Prabha has 9 balloons. 6 are green and the rest are blue. How many balloons are blue?	2	3	4	5	balloons	balloons	balloons	balloons	9 = 6 + <3>	2	6	3	0	0					wordwindow-stone-green.png	wordwindow-stone-blue.png		
en-US	8	2	2	5	"Jiya and her brother picked 6 mangoes together. Jiya picked 4 mangoes. How many mangoes did her brother pick?"	Jiya and her brother picked 6 mangoes together. Jiya picked 4 mangoes. How many mangoes did her brother pick?	2	4	6	8	mangoes	mangoes	mangoes	mangoes	6 = 4 + <2>	1	4	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	8	2	3	5	"Aman's cat had 9 kittens. 5 of them are white and the rest are gray. How many gray kittens did the cat have?"	Aman's cat had 9 kittens. 5 of them are white and the rest are gray. How many gray kittens did the cat have?	2	4	7	9	kittens	kittens	kittens	kittens	9 = 5 + <4>	2	5	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	8	2	4	5	"Ms. Hrishikesh ordered 8 bags of sugar. 5 bags are delivered today. The rest will be delivered tomorrow. How many bags of sugar will be delivered tomorrow?"	Ms. Hrishikesh ordered 8 bags of sugar. 5 bags are delivered today. The rest will be delivered tomorrow. How many bags of sugar will be delivered tomorrow?	2	3	5	8	bags	bags	bags	bags	8 = 5 + <3>	2	5	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	8	2	5	5	"Alka and Tarun have 5 children. 2 of them are sons. How many daughters do they have?"	Alka and Tarun have 5 children. 2 of them are sons. How many daughters do they have?	2	3	4	5	daughters	daughters	daughters	daughters	5 = 2 + <3>	2	2	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	3	1	5	"There are 4 balls in a box. 2 of them are soccer balls and the rest are basketballs. How many are basketballs?"	There are 4 balls in a box. 2 of them are soccer balls and the rest are basketballs. How many are basketballs?	2	4	6	8	basketballs	basketballs	basketballs	basketballs	4 = 2 + <2>	1	2	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	8	3	2	5	"Aditi has 5 books. 3 of them are science books and the rest are storybooks. How many are storybooks?"	Aditi has 5 books. 3 of them are science books and the rest are storybooks. How many are storybooks?	2	3	4	5	storybooks	storybooks	storybooks	storybooks	5 = 3 + <2>	1	3	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	8	3	3	5	"Sumit and Vaishali drew 8 pictures together. Sumit drew 3 pictures. How many pictures did Vaishali draw?"	Sumit and Vaishali drew 8 pictures together. Sumit drew 3 pictures. How many pictures did Vaishali draw?	3	5	8	11	pictures	pictures	pictures	pictures	8 = 3 + <5>	2	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	8	3	4	5	"Urmi has 7 shirts in her closet. 3 of them are blue and the rest are green. How many green shirts does she have?"	Urmi has 7 shirts in her closet. 3 of them are blue and the rest are green. How many green shirts does she have?	3	4	5	6	green shirts	green shirts	green shirts	green shirts	7 = 3 + <4>	2	3	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	3	5	5	"Ms. Hrishikesh ordered 8 bags of sugar. 5 bags are delivered today. The rest will be delivered tomorrow. How many bags of sugar will be delivered tomorrow?"	Ms. Hrishikesh ordered 8 bags of sugar. 5 bags are delivered today. The rest will be delivered tomorrow. How many bags of sugar will be delivered tomorrow?	2	3	5	8	bags	bags	bags	bags	8 = 5 + <3>	2	5	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	9	1	1	6	"Nakul has 4 marbles. Yamini gives Nakul some marbles and now he has@6 marbles in all. How many marbles did Yamini give Nakul?"	Nakul has 4 marbles. Yamini gives Nakul some marbles and now he has@6 marbles in all. How many marbles did Yamini give Nakul?	2	3	4	5	marbles	marbles	marbles	marbles	4 + <2>= 6	1					4	2	+	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	9	1	2	6	"Nakul read 6 pages of his book before lunch. After lunch he read some more. If Nakul read 9 pages in all, how many pages did he read after lunch?"	Nakul read 6 pages of his book before lunch. After lunch he read some more. If Nakul read 9 pages in all, how many pages did he read after lunch?	3	6	9	12	pages	pages	pages	pages	6 + <3> = 9	1					6	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	9	1	3	6	"Virat went to a store and bought some t-shirts. He went to another store and bought 2 more t-shirts. He bought a total of 7 t-shirts. How many t-shirts did he buy at the first store?"	Virat went to a store and bought some t-shirts. He went to another store and bought 2 more t-shirts. He bought a total of 7 t-shirts. How many t-shirts did he buy at the first store?	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	9	1	4	6	"Riya saw 4 cats in front of her house. She went to sleep and when she woke up, there were 7 cats in front of her house. How many cats came to her house while she was sleeping?"	Riya saw 4 cats in front of her house. She went to sleep and when she woke up, there were 7 cats in front of her house. How many cats came to her house while she was sleeping?	2	3	4	5	cats	cats	cats	cats	4 + <3> = 7	2					4	3	+	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	9	1	5	6	"You have some stamps. Your brother gives 6 stamps to you. Now you have 10 stamps. How many stamps did you start with?"	You have some stamps. Your brother gives 6 stamps to you. Now you have 10 stamps. How many stamps did you start with?	2	4	6	8	stamps	stamps	stamps	stamps	<4>+ 6 = 10	2					4	6	+	A	wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	9	2	1	6	"Aarushi picked 3 flowers in the morning. She picked some more flowers in the afternoon. If Aarushi picked 8 flowers in all, how many did she pick in the afternoon?"	Aarushi picked 3 flowers in the morning. She picked some more flowers in the afternoon. If Aarushi picked 8 flowers in all, how many did she pick in the afternoon?	2	4	5	8	flowers	flowers	flowers	flowers	3 + <5> = 8	3					3	5	+	B	wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	9	2	2	6	"Riya saw 4 cats in front of her house. She went to sleep and when she woke up, there were 7 cats in front of her house. How many cats came to her house while she was sleeping?"	Riya saw 4 cats in front of her house. She went to sleep and when she woke up, there were 7 cats in front of her house. How many cats came to her house while she was sleeping?	2	3	4	5	cats	cats	cats	cats	4 + <3> = 7	2					4	3	+	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	9	2	3	6	"There were some seashells in Uma's pail. She finds 2 more seashells. Now she has 8 seashells in all. How many seashells did she start with?"	There were some seashells in Uma's pail. She finds 2 more seashells. Now she has 8 seashells in all. How many seashells did she start with?	2	4	6	8	seashells	seashells	seashells	seashells	<6> + 2 = 8	3					6	2	+	A	wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	9	2	4	6	"Virat went to a store and bought some t-shirts. He went to another store and bought 2 more t-shirts. He bought a total of 7 t-shirts. How many t-shirts did he buy at the first store?"	Virat went to a store and bought some t-shirts. He went to another store and bought 2 more t-shirts. He bought a total of 7 t-shirts. How many t-shirts did he buy at the first store?	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	9	2	5	6	"A farmer had 7 apple trees. She bought some more trees and now has 10 apple trees in her orchard. How many apple trees did she buy?"	A farmer had 7 apple trees. She bought some more trees and now has 10 apple trees in her orchard. How many apple trees did she buy?	2	3	4	5	trees	trees	trees	trees	7 + <3> = 10	2					7	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	9	3	1	6	"A football team scored 3 goals in the first half. Then they scored more goals in the second half. They won the game with 5 goals! How many goals did they socre in the second half?"	A football team scored 3 goals in the first half. Then they scored more goals in the second half. They won the game with 5 goals! How many goals did they socre in the second half?	2	5	8	10	goals	goals	goals	goals	3 + <2> = 5	1					3	2	+	B	wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	9	3	2	6	"Nakul has 4 marbles. Yamini gives Nakul some marbles and now he has@6 marbles in all. How many marbles did Yamini give Nakul?"	Nakul has 4 marbles. Yamini gives Nakul some marbles and now he has@6 marbles in all. How many marbles did Yamini give Nakul?	2	3	4	5	marbles	marbles	marbles	marbles	4 + <2>= 6	1					4	2	+	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	9	3	3	6	"Virat went to a store and bought some t-shirts. He went to another store and bought 2 more t-shirts. He bought a total of 7 t-shirts. How many t-shirts did he buy at the first store??"	Virat went to a store and bought some t-shirts. He went to another store and bought 2 more t-shirts. He bought a total of 7 t-shirts. How many t-shirts did he buy at the first store?	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	9	3	4	6	"Nakul read 6 pages of his book before lunch. After lunch he read some more. If Nakul read 9 pages in all, how many pages did he read after lunch?"	Nakul read 6 pages of his book before lunch. After lunch he read some more. If Nakul read 9 pages in all, how many pages did he read after lunch?	3	6	9	12	pages	pages	pages	pages	6 + <3> = 9	1					6	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	9	3	5	6	"There are some crickets in a jar. You collect 5 more crickets and now have 10 crickets in all. How many crickets did you start with?"	There are some crickets in a jar. You collect 5 more crickets and now have 10 crickets in all. How many crickets did you start with?	2	3	4	5	crickets	crickets	crickets	crickets	<5> + 5 = 10	4					5	5	+	A	wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	10	1	1	6	"Alka made 6 sandwiches for her family. Her family ate some and 2 were left. How many sandwiches did her family eat?"	Alka made 6 sandwiches for her family. Her family ate some and 2 were left. How many sandwiches did her family eat?	2	4	6	8	sandwiches	sandwiches	sandwiches	sandwiches	6 - <4> = 2	2					6	4	-	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	10	1	2	6	"7 boys ride their bikes. Some of the boys go home. 5 boys continue riding their bikes. How many boys went home?"	7 boys ride their bikes. Some of the boys go home. 5 boys continue riding their bikes. How many boys went home?	2	5	7	10	boys	boys	boys	boys	7 - <2> = 5	1					7	2	-	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	10	1	3	6	"Ram and his friends fly 9 kites. Some kites get stuck in a tree. 6 kites are still flying. How many kites are stuck in the tree?"	Ram and his friends fly 9 kites. Some kites get stuck in a tree. 6 kites are still flying. How many kites are stuck in the tree?	3	6	9	10	kites	kites	kites	kites	9 - <3>= 6	1					9	3	-	B	wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	10	1	4	6	"I have 10 apples. I eat some apples. I have 4 apples left. How many apples did I eat?"	I have 10 apples. I eat some apples. I have 4 apples left. How many apples did I eat?	4	6	8	10	apples	apples	apples	apples	10 - <6> = 4	2					10	6	-	B	wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	10	1	5	6	"A man was carrying balloons but the wind blew 6 away. He has 2 balloons left. How many balloons did he start with?"	A man was carrying balloons but the wind blew 6 away. He has 2 balloons left. How many balloons did he start with?	4	8	12	16	balloons	balloons	balloons	balloons	<8> - 6 = 2	2					8	6	-	A	wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	10	2	1	6	"Yesterday, the store had 7 bags of rice. Today, the store has 2 bags of rice. How many bags of rice did the store sell?"	Yesterday, the store had 7 bags of rice. Today, the store has 2 bags of rice. How many bags of rice did the store sell?	2	3	5	7	bags	bags	bags	bags	7 - <5> = 2	3					7	5	-	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	10	2	2	6	"8 birds sat on a tree branch. Some flew away. Now there are 3 birds on the branch. How many birds flew away?"	8 birds sat on a tree branch. Some flew away. Now there are 3 birds on the branch. How many birds flew away?	3	5	8	10	birds	birds	birds	birds	8 - <5> = 3	2					8	5	-	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	10	2	3	6	"Alka made 6 sandwiches for her family. Her family ate some and 2 were left. How many sandwiches did her family eat?"	Alka made 6 sandwiches for her family. Her family ate some and 2 were left. How many sandwiches did her family eat?	2	4	6	8	sandwiches	sandwiches	sandwiches	sandwiches	6 - <4> = 2	2					6	4	-	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	10	2	4	6	"Urvashi brought 10 jars of homemade jam to the market. She sold some jars and had 3 jars left. How many jars did she sell at the market?"	Urvashi brought 10 jars of homemade jam to the market. She sold some jars and had 3 jars left. How many jars did she sell at the market?	3	5	7	9	jars	jars	jars	jars	10 - <7> = 3	3					10	7	-	B	wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	10	2	5	6	"Faraz's dog gave birth to some puppies. Faraz gave 6 puppies to his friends. Now he has 2 puppies left. How many puppies did his dog give birth to?"	Faraz's dog gave birth to some puppies. Faraz gave 6 puppies to his friends. Now he has 2 puppies left. How many puppies did his dog give birth to?	2	4	6	8	puppies	puppies	puppies	puppies	<8> - 6 = 2	4					8	6	-	A	wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	10	3	1	6	"8 birds sat on a tree branch. Some flew away. Now there are 3 birds on the branch. How many birds flew away?"	8 birds sat on a tree branch. Some flew away. Now there are 3 birds on the branch. How many birds flew away?	3	5	8	10	birds	birds	birds	birds	8 - <5> = 3	2					8	5	-	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	10	3	2	6	"Ram and his friends fly 9 kites. Some kites get stuck in a tree. 6 kites are still flying. How many kites are stuck in the tree?"	Ram and his friends fly 9 kites. Some kites get stuck in a tree. 6 kites are still flying. How many kites are stuck in the tree?	3	6	9	10	kites	kites	kites	kites	9 - <3>= 6	1					9	3	-	B	wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	10	3	3	6	"Yesterday, the store had 7 bags of rice. Today, the store has 2 bags of rice. How many bags of rice did the store sell?"	Yesterday, the store had 7 bags of rice. Today, the store has 2 bags of rice. How many bags of rice did the store sell?	2	3	5	7	bags	bags	bags	bags	7 - <5> = 2	3					7	5	-	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	10	3	4	6	"Some mangoes were in the basket. 4 mangoes were taken from the basket. Now there are 6 mangoes. How many mangoes were in the basket before they were taken?"	Some mangoes were in the basket. 4 mangoes were taken from the basket. Now there are 6 mangoes. How many mangoes were in the basket before they were taken?	4	8	10	12	mangoes	mangoes	mangoes	mangoes	<10> - 4 = 6	3					10	4	-	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	10	3	5	6	"A man was carrying balloons but the wind blew 6 away. He has 2 balloons left. How many balloons did he start with?"	A man was carrying balloons but the wind blew 6 away. He has 2 balloons left. How many balloons did he start with?	4	8	12	16	balloons	balloons	balloons	balloons	<8> - 6 = 2	2					8	6	-	A	wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	11	1	1	1	"Anshu bought 8 candies and Prabha bought 9 candies. How many candies did they buy in all?"	Anshu bought 8 candies and Prabha bought 9 candies. How many candies did they buy in all?	15	16	17	18	candies	candies	candies	candies	8 + 9 = <17>	3	8	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	11	1	2	1	"Ruhi has 5 marbles. Amrit has 8 marbles. How many marbles do they have altogether?"	Ruhi has 5 marbles. Amrit has 8 marbles. How many marbles do they have altogether?	11	12	13	14	marbles	marbles	marbles	marbles	5 + 8 = <13>	3	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	11	1	3	1	"There are 8 books on the shelf. Akanksha put 6 more books on the shelf. How many books are on the shelf?"	There are 8 books on the shelf. Akanksha put 6 more books on the shelf. How many books are on the shelf?	11	12	13	14	books	books	books	books	8 + 6 = <14>	4	8	6	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	11	1	4	1	"Rehmaneera is decorating for a birthday party. She blew up 6 balloons this morning and 5 balloons this afternooon. How many balloons did she blow up in all?"	Rehmaneera is decorating for a birthday party. She blew up 6 balloons this morning and 5 balloons this afternooon. How many balloons did she blow up in all?	11	12	13	14	balloons	balloons	balloons	balloons	6 + 5 = <11>	1	6	5	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	11	1	5	1	"There are 7 pencils in the drawer. Gajendra placed 9 more pencils in the drawer. How many pencils are in the drawer?"	There are 7 pencils in the drawer. Gajendra placed 9 more pencils in the drawer. How many pencils are in the drawer?	14	16	18	20	pencils	pencils	pencils	pencils	7 + 9 = <16>	2	7	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	11	2	1	1	"Prabhat has 8 oranges and Mohit has 4 oranges. How many oranges do they have altogether?"	Prabhat has 8 oranges and Mohit has 4 oranges. How many oranges do they have altogether?	10	12	14	16	oranges	oranges	oranges	oranges	8 + 4 = <12>	2	8	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	11	2	2	1	"There are 6 girls and 7 boys on the bus. How many children are on the bus?"	There are 6 girls and 7 boys on the bus. How many children are on the bus?	11	12	13	14	children	children	children	children	6 + 7 = <13>	3	6	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	11	2	3	1	"A farmer planted 5 rows of corn before lunch. He planted 7 more rows after lunch. How many rows of corn did he plant during the day?"	A farmer planted 5 rows of corn before lunch. He planted 7 more rows after lunch. How many rows of corn did he plant during the day?	11	12	13	14	rows	rows	rows	rows	5 + 7 = <12>	2	5	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	11	2	4	1	"7 children are on a bus. 4 more children get on the bus. How many children are on the bus?"	7 children are on a bus. 4 more children get on the bus. How many children are on the bus?	11	12	13	14	children	children	children	children	7 + 4 = <11>	1	7	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	11	2	5	1	"Anshu bought 8 candies and Prabha bought 9 candies. How many candies did they buy in all?"	Anshu bought 8 candies and Prabha bought 9 candies. How many candies did they buy in all?	15	16	17	18	candies	candies	candies	candies	8 + 9 = <17>	3	8	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	11	3	1	1	"There are 7 yellow beads and 8 red beads on a necklace. How many beads are on the necklace in all?"	There are 7 yellow beads and 8 red beads on a necklace. How many beads are on the necklace in all?	11	13	15	17	beads	beads	beads	beads	7 + 8 = <15>	3	7	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	11	3	2	1	"Prabhat has 8 oranges and Mohit has 4 oranges. How many oranges do they have altogether?"	Prabhat has 8 oranges and Mohit has 4 oranges. How many oranges do they have altogether?	10	12	14	16	oranges	oranges	oranges	oranges	8 + 4 = <12>	2	8	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	11	3	3	1	"There are 7 pencils in the drawer. Gajendra placed 9 more pencils in the drawer. How many pencils are in the drawer?"	There are 7 pencils in the drawer. Gajendra placed 9 more pencils in the drawer. How many pencils are in the drawer?	14	16	18	20	pencils	pencils	pencils	pencils	7 + 9 = <16>	2	7	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	11	3	4	1	"A farmer planted 5 rows of corn before lunch. He planted 7 more rows after lunch. How many rows of corn did he plant during the day?"	A farmer planted 5 rows of corn before lunch. He planted 7 more rows after lunch. How many rows of corn did he plant during the day?	11	12	13	14	rows	rows	rows	rows	5 + 7 = <12>	2	5	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	11	3	5	1	"Ruhi has 5 marbles. Amrit has 8 marbles. How many marbles do they have altogether?"	Ruhi has 5 marbles. Amrit has 8 marbles. How many marbles do they have altogether?	11	12	13	14	marbles	marbles	marbles	marbles	5 + 8 = <13>	3	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	12	1	1	4	"Veena has 7 balls. Prabha has 6 more balls than Veena. How many balls does Prabha have?"	Veena has 7 balls. Prabha has 6 more balls than Veena. How many balls does Prabha have?	10	11	12	13	balls	balls	balls	balls	7 + 6 = <13>	4	7	13	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	12	1	2	4	"Suraj has 4 pencils and his sister has 8 more pencils than him. How many pencils does Suraj's sister have?"	Suraj has 4 pencils and his sister has 8 more pencils than him. How many pencils does Suraj's sister have?	4	8	12	16	pencils	pencils	pencils	pencils	4 + 8 = <12>	3	4	12	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	12	1	3	4	"Riya's chicken laid 6 eggs yesterday. Today, her chicken laid 5 more eggs than yesterday. How many eggs did her chicken lay today?"	Riya's chicken laid 6 eggs yesterday. Today, her chicken laid 5 more eggs than yesterday. How many eggs did her chicken lay today?	10	11	12	13	eggs	eggs	eggs	eggs	6 + 5 = <11>	2	6	11	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	12	1	4	4	"Sirish and Ganesh were reading the same book. Ganesh read 9 more pages than Sirish. Sirish read 11 pages of the book. How many pages did Ganesh read?"	Sirish and Ganesh were reading the same book. Ganesh read 9 more pages than Sirish. Sirish read 11 pages of the book. How many pages did Ganesh read?	9	11	20	25	pages	pages	pages	pages	11 + 9 = <20>	3	20	11	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	12	1	5	4	"Megha worked 4 more hours than Amrit. Amrit worked 8 hours. How many hours did Megha work?"	Megha worked 4 more hours than Amrit. Amrit worked 8 hours. How many hours did Megha work?	4	8	12	16	hours	hours	hours	hours	8 + 4 = <12>	3	12	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	12	2	1	4	"Karim has 7 plums. Naresh has 4 more plums than Karim. How many plums does Naresh have?"	Karim has 7 plums. Naresh has 4 more plums than Karim. How many plums does Naresh have?	11	12	13	14	plums	plums	plums	plums	7 + 4 = <11>	1	7	11	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	12	2	2	4	"Dhiraj is 5 years old. Urvashi is 7 years older than Dhiraj. How old is Urvashi?"	Dhiraj is 5 years old. Urvashi is 7 years older than Dhiraj. How old is Urvashi?	11	12	13	14	years old	years old	years old	years old	5 + 7 = <12>	2	5	12	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
