#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
en-US	5	1	1	1	"7 रेड एप्पल और 2 ग्रीन एप्पल टोकरी में हैं। टोकरी में कितने एप्पल हैं?"	7 रेड एप्पल और 2 ग्रीन एप्पल टोकरी में हैं। टोकरी में कितने एप्पल हैं?	6	7	8	9	apples	apples	apples	apples	7 + 2 = <9>	4	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	5	1	2	1	"नियति ने सुबह 5 मछलियाँ पकड़ीं। उसने दोपहर में 4 और मछलियाँ पकड़ीं। नियति ने कुल कितनी मछली पकड़ीं?"	नियति ने सुबह 5 मछलियाँ पकड़ीं। उसने दोपहर में 4 अौर मछलियाँ पकड़ीं। नियति ने कुल कितनी मछली पकड़ीं?	6	7	8	9	fish	fish	fish	fish	5 + 4 = <9>	4	5	4	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	5	1	3	1	"अपने जन्मदिन पर शरद को 3 नई शर्ट मिलीं। उसके पास पहले से ही 5 शर्ट थे। अब उसके पास कितनी शर्ट हैं?"	अपने जन्मदिन पर शरद को 3 नई शर्ट मिलीं। उसके पास पहले से ही 5 शर्ट थे। अब उसके पास कितनी शर्ट हैं?	6	7	8	9	shirts	shirts	shirts	shirts	3 + 5 = <8>	3	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	5	1	4	1	"राधा ने एक पेड़ में 12 और दूसरे पेड़ में 7 पक्षियों को देखा। उसने कुल कितने पक्षी देखे?"	राधा ने एक पेड़ में 12 और दूसरे पेड़ में 7 पक्षियों को देखा। उसने कुल कितने पक्षी देखे?	17	18	19	20	birds	birds	birds	birds	12 + 7 = <19>	3	12	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	5	1	5	1	"एक पानी की टंकी में 14 मछलियाँ हैं। केरी ने 3 और मछलियाँ टंकी में डालीं। टंकी में कितनी मछलियां हैं?"	एक पानी की टंकी में 14 मछलियाँ हैं। केरी ने 3 और मछलियाँ टंकी में डालीं। टंकी में कितनी मछलियां हैं?	14	15	16	17	fish	fish	fish	fish	14 + 3 = <17>	4	14	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	5	2	1	1	"दीपेश के पास 6 किताबें हैं। कार्तिक के पास 2 किताबें हैं। उनके पास सभी में कितनी किताबें हैं?"	दीपेश के पास 6 किताबें हैं। कार्तिक के पास 2 किताबें हैं। उनके पास सभी में कितनी किताबें हैं?	3	5	7	8	books	books	books	books	6 + 2 = <8>	4	6	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	5	2	2	1	"जब वह स्कूल में गणित करती है, अनु स्टार स्टिकर कमाती है। कल, अनु ने 4 स्टार कमाए। आज उसने 3 और कमाए। अनु ने सभी में कितने स्टार कमाए?"	जब वह स्कूल में गणित करती है, अनु स्टार स्टिकर कमाती है। कल, अनु ने 4 स्टार कमाए। आज उसने 3 और कमाए। अनु ने सभी में कितने स्टार कमाए?	6	7	8	9	stars	stars	stars	stars	4 + 3 = <7>	2	4	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	5	2	3	1	"7 रेड एप्पल और 2 ग्रीन एप्पल टोकरी में हैं। टोकरी में कितने एप्पल हैं?"	7 रेड एप्पल और 2 ग्रीन एप्पल टोकरी में हैं। टोकरी में कितने एप्पल हैं?	6	7	8	9	apples	apples	apples	apples	7 + 2 = <9>	4	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	5	2	4	1	"एक पानी की टंकी में 14 मछलियाँ हैं। केरी ने 3 और मछलियाँ टंकी में डालीं। टंकी में कितनी मछलियां हैं?"	एक पानी की टंकी में 14 मछलियाँ हैं। केरी ने 3 और मछलियाँ टंकी में डालीं। टंकी में कितनी मछलियां हैं?	14	15	16	17	fish	fish	fish	fish	14 + 3 = <17>	4	14	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	5	2	5	1	"राधा ने एक पेड़ में 12 और दूसरे पेड़ में 7 पक्षियों को देखा। उसने कुल कितने पक्षी देखे?"	राधा ने एक पेड़ में 12 और दूसरे पेड़ में 7 पक्षियों को देखा। उसने कुल कितने पक्षी देखे?	17	18	19	20	birds	birds	birds	birds	12 + 7 = <19>	3	12	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	6	1	1	4	"गणेश के पास 4 डाक टिकट हैं। दानिश के पास गणेश की तुलना में 5 अधिक डाक टिकट हैं। दानिश के पास कितने डाक टिकट हैं?"	गणेश के पास 4 डाक टिकट हैं। दानिश के पास गणेश की तुलना में 5 अधिक डाक टिकट हैं। दानिश के पास कितने डाक टिकट हैं?	4	5	9	11	stamps	stamps	stamps	stamps	4 + 5 = <9>	3	4	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	6	1	2	4	"पुस्तकालय में स्कूल कार्यालय की तुलना में 5 अधिक टेबल हैं। स्कूल के कार्यालय में 2 टेबल हैं। पुस्तकालय में कितने टेबल हैं?"	पुस्तकालय में स्कूल कार्यालय की तुलना में 5 अधिक टेबल हैं। स्कूल के कार्यालय में 2 टेबल हैं। पुस्तकालय में कितने टेबल हैं?	5	7	9	11	tables	tables	tables	tables	2 + 5 = <7>	2	7	2	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	6	1	3	4	"स्कूल में दो खोया-पाया बक्से हैं। पहले बॉक्स में, 5 टोपी हैं। दूसरे बॉक्स में, पहले बॉक्स की तुलना में 4 अधिक टोपी हैं। दूसरे बॉक्स में कितनी टोपियाँ हैं?"	स्कूल में दो खोया-पाया बक्से हैं। पहले बॉक्स में, 5 टोपी हैं। दूसरे बॉक्स में, पहले बॉक्स की तुलना में 4 अधिक टोपी हैं। दूसरे बॉक्स में कितनी टोपियाँ हैं?	5	9	14	15	hats	hats	hats	hats	5 + 4 = <9>	2	5	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	6	1	4	4	"खाने की मेज पर 10 प्लेटें हैं। प्लेटों की तुलना में 5 अधिक लोग हैं। कुल कितने लोग हैं?"	खाने की मेज पर 10 प्लेटें हैं। प्लेटों की तुलना में 5 अधिक लोग हैं। कुल कितने लोग हैं?	10	15	20	25	people	people	people	people	10 + 5 = <15>	2	10	15	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	6	1	5	4	"सुश्री जीत की कक्षा में 14 कुर्सियाँ हैं। श्री नकुल की कक्षा में 3 और कुर्सियाँ हैं। श्री नकुल की कक्षा में कितनी कुर्सियाँ हैं?"	सुश्री जीत की कक्षा में 14 कुर्सियाँ हैं। श्री नकुल की कक्षा में 3 और कुर्सियाँ हैं। श्री नकुल की कक्षा में कितनी कुर्सियाँ हैं?	11	14	17	20	chairs	chairs	chairs	chairs	14 + 3 = <17>	3	14	17	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	6	2	1	4	"शशांक के खेत में 2 बकरियाँ हैं। उसके खेत पर बकरियों की तुलना में 6 अधिक मुर्गियां हैं। उसके पास कितनी मुर्गियां हैं?"	शशांक के खेत में 2 बकरियाँ हैं। उसके खेत पर बकरियों की तुलना में 6 अधिक मुर्गियां हैं। उसके पास कितनी मुर्गियां हैं?	2	6	8	12	chickens	chickens	chickens	chickens	2 + 6 = <8>	3	2	8	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	6	2	2	4	"रमेशना के पास फतौ से 5 ज्यादा पहेलियां हैं। फतौ के पास 3 पहेलियां हैं। रमेशना के पास कितनी पहेलियां हैं?"	रमेशना के पास फतौ से 5 ज्यादा पहेलियां हैं। फतौ के पास 3 पहेलियां हैं। रमेशना के पास कितनी पहेलियां हैं?	6	7	8	9	puzzles	puzzles	puzzles	puzzles	3 + 5 = <8>	3	8	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	6	2	3	4	"बिली के पास 2 मार्बल्स हैं। लता के पास बिली की तुलना में 3 अधिक मार्बल्स हैं। लता के पास कितने मार्बल्स हैं?"	बिली के पास 2 मार्बल्स हैं। लता के पास बिली की तुलना में 3 अधिक मार्बल्स हैं। लता के पास कितने मार्बल्स हैं?	2	3	5	8	marbles	marbles	marbles	marbles	2 + 3 = <5>	3	2	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	6	2	4	4	"सुश्री जीत की कक्षा में 14 कुर्सियाँ हैं। श्री नकुल की कक्षा में 3 और कुर्सियाँ हैं। श्री नकुल की कक्षा में कितनी कुर्सियाँ हैं?"	सुश्री जीत की कक्षा में 14 कुर्सियाँ हैं। श्री नकुल की कक्षा में 3 और कुर्सियाँ हैं। श्री नकुल की कक्षा में कितनी कुर्सियाँ हैं?	11	14	17	20	chairs	chairs	chairs	chairs	14 + 3 = <17>	3	14	17	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	6	2	5	4	"खाने की मेज पर 10 प्लेटें हैं। प्लेटों की तुलना में 5 अधिक लोग हैं। कुल कितने लोग हैं?"	खाने की मेज पर 10 प्लेटें हैं। प्लेटों की तुलना में 5 अधिक लोग हैं। कुल कितने लोग हैं?	10	15	20	25	people	people	people	people	10 + 5 = <15>	2	10	15	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	1	1	2	"हैना 8 रोटियाँ बनाती है। वह अपने भाई को 3 रोटियाँ देती है। उसके पास कितनी रोटियाँ बची हैं?"	हैना 8 रोटियाँ बनाती है। वह अपने भाई को 3 रोटियाँ देती है। उसके पास कितनी रोटियाँ बची हैं?	8	7	6	5	rotis	rotis	rotis	rotis	8 - 3 = <5>	4	8	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	7	1	2	2	"पूजा के 9 कंगन हैं। वह उनमें से 2 खो देती है। पूजा के पास अभ कितने कंगन बचे हैं?"	पूजा के 9 कंगन हैं। वह उनमें से 2 खो देती है। पूजा के पास अभ कितने कंगन बचे हैं?	9	7	5	3	bracelets	bracelets	bracelets	bracelets	9 - 2 = <7>	2	9	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	7	1	3	2	"आसमान में 9 पतंगें उड़ रही हैं। एक हवा 3 पतंगों को जमीन पर गिरा देती है। कितनी पतंगें अभी भी आसमान में उड़ रही हैं?"	आसमान में 9 पतंगें उड़ रही हैं। एक हवा 3 पतंगों को जमीन पर गिरा देती है। कितनी पतंगें अभी भी आसमान में उड़ रही हैं?	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	7	1	4	2	"एक किसान ने 16 अंडे इकट्ठे किए। नाश्ता बनाने के लिए उसने 4 अंडों का इस्तेमाल किया। उसके पास कितने अंडे बचे हैं?"	एक किसान ने 16 अंडे इकट्ठे किए। नाश्ता बनाने के लिए उसने 4 अंडों का इस्तेमाल किया। उसके पास कितने अंडे बचे हैं?	11	12	13	14	eggs	eggs	eggs	eggs	16 - 4 = <12>	2	16	4	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	7	1	5	2	"एक बाड़ पर 12 बिल्लियाँ हैं। 1 बिल्ली बाड़ से नीचे कूदती है। अब कितनी बिल्लियाँ बाड़ पर हैं?"	एक बाड़ पर 12 बिल्लियाँ हैं। 1 बिल्ली बाड़ से नीचे कूदती है। अब कितनी बिल्लियाँ बाड़ पर हैं?	11	12	13	14	cats	cats	cats	cats	12 - 1 = <11>	1	12	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	2	1	2	"आयुषी के पास 8 पेंसिल हैं। वह उनमें से 7 को खो देती है। आयुषी के आपस अभ कितनी पेंसिल बची हैं?"	आयुषी के पास 8 पेंसिल हैं। वह उनमें से 7 को खो देती है। आयुषी के आपस अभ कितनी पेंसिल बची हैं?	1	2	3	4	pencil	pencils	pencils	pencils	8 - 7 = <1>	1	8	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	7	2	2	2	"आसमान में 9 पतंगें उड़ रही हैं। एक हवा 3 पतंगों को जमीन पर गिरा देती है। कितनी पतंगें अभी भी आसमान में उड़ रही हैं?"	आसमान में 9 पतंगें उड़ रही हैं। एक हवा 3 पतंगों को जमीन पर गिरा देती है। कितनी पतंगें अभी भी आसमान में उड़ रही हैं?	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	7	2	3	2	"पुष्प के पास 7 बिस्कुट हैं। वह उनमें से 2 खाती है। उसके पास कितनी बिस्कुट बची हैं?"	पुष्प के पास 7 बिस्कुट हैं। वह उनमें से 2 खाती है। उसके पास कितनी बिस्कुट बची हैं?	3	4	5	6	biscuits	biscuits	biscuits	biscuits	7 - 2 = <5>	3	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	7	2	4	2	"एक बाड़ पर 12 बिल्लियाँ हैं। 1 बिल्ली बाड़ से नीचे कूदती है। अब कितनी बिल्लियाँ बाड़ पर हैं?"	एक बाड़ पर 12 बिल्लियाँ हैं। 1 बिल्ली बाड़ से नीचे कूदती है। अब कितनी बिल्लियाँ बाड़ पर हैं?	11	12	13	14	cats	cats	cats	cats	12 - 1 = <11>	1	12	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	2	5	2	"एक किसान ने 16 अंडे इकट्ठे किए। नाश्ता बनाने के लिए उसने 4 अंडों का इस्तेमाल किया। उसके पास कितने अंडे बचे हैं?"	एक किसान ने 16 अंडे इकट्ठे किए। नाश्ता बनाने के लिए उसने 4 अंडों का इस्तेमाल किया। उसके पास कितने अंडे बचे हैं?	11	12	13	14	eggs	eggs	eggs	eggs	16 - 4 = <12>	2	16	4	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	8	1	1	5	"अलका और तरुण के 5 बच्चे हैं। उनमें से 2 बेटे हैं। उनकी कितनी बेटियाँ हैं?"	अलका और तरुण के 5 बच्चे हैं। उनमें से 2 बेटे हैं। उनकी कितनी बेटियाँ हैं?	2	3	4	5	daughters	daughters	daughters	daughters	5 = 2 + <3>	2	2	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	1	2	5	"उर्मि की अलमारी में 7 शर्ट हैं। उनमें से 3 नीले हैं और बाकी हरे हैं। उसके पास कितनी हरी शर्ट है?"	उर्मि की अलमारी में 7 शर्ट हैं। उनमें से 3 नीले हैं और बाकी हरे हैं। उसके पास कितनी हरी शर्ट है?	3	4	5	6	green shirts	green shirts	green shirts	green shirts	7 = 3 + <4>	2	3	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	1	3	5	"एक कक्षा में 9 बच्चे हैं। उनमें से 6 लडक़े हैं। कक्षा में कितनी लड़कियाँ हैं?"	एक कक्षा में 9 बच्चे हैं। उनमें से 6 लड़के हैं। कक्षा में कितनी लड़कियाँ हैं?	3	6	9	12	girls	girls	girls	girls	9 = 6 + <3>	1	6	3	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	8	1	4	5	"सुमित और रेवेन ने एक साथ 8 तस्वीरें खींचीं। सुमित ने 3 तस्वीरें खींचे। रेवेन ने कितने तस्वीरें खींचे?"	सुमित और रेवेन ने एक साथ 8 तस्वीरें खींचीं। सुमित ने 3 तस्वीरें खींचे। रेवेन ने कितने तस्वीरें खींचे?	3	5	8	11	pictures	pictures	pictures	pictures	8 = 3 + <5>	2	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	8	1	5	5	"गौरीी और उसके भाई ने 6 आमों को उठाया। गौरीी ने 4 आम उठाए। उसके भाई ने कितने आम उठाए?"	गौरीी और उसके भाई ने 6 आमों को उठाया। गौरीी ने 4 आम उठाए। उसके भाई ने कितने आम उठाए?	2	4	6	8	mangoes	mangoes	mangoes	mangoes	6 = 4 + <2>	1	4	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	8	2	1	5	"अलका के पास 9 गुब्बारे हैं। 6 ग्रीन हैं और बाकी ब्लू हैं। ब्लू गुब्बारे कितने हैं?"	अलका के पास 9 गुब्बारे हैं। 6 ग्रीन  हैं और बाकी ब्लू हैं। ब्लू  गुब्बारे कितने हैं?	2	3	4	5	balloons	balloons	balloons	balloons	9 = 6 + <3>	2	6	3	0	0					wordwindow-stone-green.png	wordwindow-stone-blue.png		
en-US	8	2	2	5	"गौरीी और उसके भाई ने 6 आमों को उठाया। गौरीी ने 4 आम उठाए। उसके भाई ने कितने आम उठाए?"	गौरीी और उसके भाई ने 6 आमों को उठाया। गौरीी ने 4 आम उठाए। उसके भाई ने कितने आम उठाए?	2	4	6	8	mangoes	mangoes	mangoes	mangoes	6 = 4 + <2>	1	4	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	8	2	3	5	"अमन की बिल्ली के 9 बच्चे थे। उनमें से 5 वाइट हैं और बाकी ग्रे हैं। बिल्ली के कितने ग्रे बच्चे थे?"	अमन की बिल्ली के 9 बच्चे थे। उनमें से 5 वाइट हैं और बाकी ग्रे हैं। बिल्ली के कितने ग्रे बच्चे थे?	2	4	7	9	kittens	kittens	kittens	kittens	9 = 5 + <4>	2	5	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	8	2	4	5	"सुश्री तरुणन्स ने चीनी के 8 बैग का आदेश दिया। 5 बैग आज वितरित किए गए हैं। बाकी कल पहुंचाए जाएंगे। कल चीनी के कितने बैग वितरित किए जाएंगे?"	सुश्री तरुणन्स ने चीनी के 8 बैग का आदेश दिया। 5 बैग आज वितरित किए गए हैं। बाकी कल पहुंचाए जाएंगे। कल चीनी के कितने बैग वितरित किए जाएंगे?	2	3	5	8	bags	bags	bags	bags	8 = 5 + <3>	2	5	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	8	2	5	5	"अलका और तरुण के 5 बच्चे हैं। उनमें से 2 बेटे हैं। उनकी कितनी बेटियाँ हैं?"	अलका और तरुण के 5 बच्चे हैं। उनमें से 2 बेटे हैं। उनकी कितनी बेटियाँ हैं?	2	3	4	5	daughters	daughters	daughters	daughters	5 = 2 + <3>	2	2	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	3	1	5	"एक बॉक्स में 4 गेंदें हैं। उनमें से 2 सॉकर बॉल हैं और बाकी बास्गौरी बॉल हैं। बास्गौरीबाल कितने हैं?"	एक बॉक्स में 4 गेंदें हैं। उनमें से 2 सॉकर बॉल हैं और बाकी बास्गौरी बॉल हैं। बास्गौरीबाल कितने हैं?	2	4	6	8	basketballs	basketballs	basketballs	basketballs	4 = 2 + <2>	1	2	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	8	3	2	5	"अदिति के पास 5 किताबें हैं। उनमें से 3 विज्ञान की किताबें हैं और बाकी स्टोरीबुक हैं। स्टोरीबुक कितने हैं?"	अदिति के पास 5 किताबें हैं। उनमें से 3 विज्ञान की किताबें हैं और बाकी स्टोरीबुक हैं। स्टोरीबुक कितने हैं?	2	3	4	5	storybooks	storybooks	storybooks	storybooks	5 = 3 + <2>	1	3	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	8	3	3	5	"सुमित और रेवेन ने एक साथ 8 तस्वीरें खींचीं। सुमित ने 3 तस्वीरें खींचे। रेवेन ने कितने तस्वीरें खींचे?"	सुमित और रेवेन ने एक साथ 8 तस्वीरें खींचीं। सुमित ने 3 तस्वीरें खींचे। रेवेन ने कितने तस्वीरें खींचे?	3	5	8	11	pictures	pictures	pictures	pictures	8 = 3 + <5>	2	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	8	3	4	5	"उर्मि की अलमारी में 7 शर्ट हैं। उनमें से 3 नीले हैं और बाकी हरे हैं। उसके पास कितनी हरी शर्ट है?"	उर्मि की अलमारी में 7 शर्ट हैं। उनमें से 3 नीले हैं और बाकी हरे हैं। उसके पास कितनी हरी शर्ट है?	3	4	5	6	green shirts	green shirts	green shirts	green shirts	7 = 3 + <4>	2	3	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	3	5	5	"सुश्री तरुणन्स ने चीनी के 8 बैग का आदेश दिया। 5 बैग आज वितरित किए गए हैं। बाकी कल पहुंचाए जाएंगे। कल चीनी के कितने बैग वितरित किए जाएंगे?"	सुश्री तरुणन्स ने चीनी के 8 बैग का आदेश दिया। 5 बैग आज वितरित किए गए हैं। बाकी कल पहुंचाए जाएंगे। कल चीनी के कितने बैग वितरित किए जाएंगे?	2	3	5	8	bags	bags	bags	bags	8 = 5 + <3>	2	5	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	9	1	1	6	"नकुल के पास 4 मार्बल्स हैं। सू ने नकुल को कुछ और मार्बल्स दिए और अब उसके पास कुल 6 मार्बल्स हैं। सू ने नकुल को कितने मार्बल्स दिए?"	ीटर के पास 4 मार्बल्स हैं। सू ने नकुल को कुछ और मार्बल्स दिए और अब उसके पास कुल 6 मार्बल्स हैं। सू ने नकुल को कितने मार्बल्स दिए?	2	3	4	5	marbles	marbles	marbles	marbles	4 + <2>= 6	1					4	2	+	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	9	1	2	6	"लंच से पहले नकुल ने अपनी किताब के 6 पेज पढ़े। लंच के बाद उसने कुछ और पढ़ा। यदि नकुल ने सभी में 9 पेज पढ़े, तो लंच के बाद उसने कितने पेज पढ़े?"	लंच से पहले नकुल ने अपनी किताब के 6 पेज पढ़े। लंच के बाद उसने कुछ और पढ़ा। यदि नकुल ने सभी में 9 पेज पढ़े, तो लंच के बाद उसने कितने पेज पढ़े	3	6	9	12	pages	pages	pages	pages	6 + <3> = 9	1					6	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	9	1	3	6	"विराट ने एक स्टोर में जाकर कुछ टी-शर्ट खरीदीं। वह दूसरे स्टोर में गया और 2 और टी-शर्ट खरीदे। उसने कुल 7 टी-शर्ट खरीदीं। उसने पहली दुकान पर कितनी टी-शर्ट खरीदीं"	विराट ने एक स्टोर में जाकर कुछ टी-शर्ट खरीदीं। वह दूसरे स्टोर में गया और 2 और टी-शर्ट खरीदे। उसने कुल 7 टी-शर्ट खरीदीं। उसने पहली दुकान पर कितनी टी-शर्ट खरीदीं	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	9	1	4	6	"रिया ने अपने घर के सामने 4 बिल्लियाँ देखीं। वह सोने चली गई और जब वह सोकर उठी तो उसके घर के सामने 7 बिल्लियाँ थीं। सोते समय उसके घर में कितनी बिल्लियाँ आईं?"	रिया ने अपने घर के सामने 4 बिल्लियाँ देखीं। वह सोने चली गई और जब वह सोकर उठी तो उसके घर के सामने 7 बिल्लियाँ थीं। सोते समय उसके घर में कितनी बिल्लियाँ आईं?	2	3	4	5	cats	cats	cats	cats	4 + <3> = 7	2					4	3	+	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	9	1	5	6	"आपके पास कुछ टिकटें हैं। आपका भाई आपको 6 टिकट देता है। अब आपके पास 10 टिकट हैं। आपके पास पहले से  कितने टिकटें थी?"	आपके पास कुछ टिकटें हैं। आपका भाई आपको 6 टिकट देता है। अब आपके पास 10 टिकट हैं। आपके पास पहले से  कितने टिकटें थी?	2	4	6	8	stamps	stamps	stamps	stamps	<4>+ 6 = 10	2					4	6	+	A	wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	9	2	1	6	"टेस ने सुबह 3 फूल उठाए। उसने दोपहर में कुछ और फूल उठाए। यदि टेस ने सभी में 8 फूल उठाए, तो उसने दोपहर में कितने उठाए?"	टेस ने सुबह 3 फूल उठाए। उसने दोपहर में कुछ और फूल उठाए। यदि टेस ने सभी में 8 फूल उठाए, तो उसने दोपहर में कितने उठाए?	2	4	5	8	flowers	flowers	flowers	flowers	3 + <5> = 8	3					3	5	+	B	wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	9	2	2	6	"ली ने अपने घर के सामने 4 बिल्लियाँ देखीं। वह सोने चली गई और जब वह सोकर उठी तो उसके घर के सामने 7 बिल्लियाँ थीं। सोते समय उसके घर में कितनी बिल्लियाँ आईं?"	रिया ने अपने घर के सामने 4 बिल्लियाँ देखीं। वह सोने चली गई और जब वह सोकर उठी तो उसके घर के सामने 7 बिल्लियाँ थीं। सोते समय उसके घर में कितनी बिल्लियाँ आईं?	2	3	4	5	cats	cats	cats	cats	4 + <3> = 7	2					4	3	+	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	9	2	3	6	"उमा की पेल में कुछ शंख थीं। वह 2 और शंख पाती है। अब उसके पास कुल 8 शंख हैं। उसके पास पहले से कितने शंख थे?"	उमा की पेल में कुछ शंख थीं। वह 2 और शंख पाती है। अब उसके पास कुल 8 शंख हैं। उसके पास पहले से कितने शंख थे?	2	4	6	8	seashells	seashells	seashells	seashells	<6> + 2 = 8	3					6	2	+	A	wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	9	2	4	6	"विराट ने एक स्टोर में जाकर कुछ टी-शर्ट खरीदीं। वह दूसरे स्टोर में गया और 2 और टी-शर्ट खरीदे। उसने कुल 7 टी-शर्ट खरीदीं। उसने पहली दुकान पर कितनी टी-शर्ट खरीदीं"	विराट ने एक स्टोर में जाकर कुछ टी-शर्ट खरीदीं। वह दूसरे स्टोर में गया और 2 और टी-शर्ट खरीदे। उसने कुल 7 टी-शर्ट खरीदीं। उसने पहली दुकान पर कितनी टी-शर्ट खरीदीं	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	9	2	5	6	"एक किसान के पास 7 एप्पल के पेड़ थे। उसने कुछ और पेड़ खरीदे और अब उसके बाग में 10 एप्पल के पेड़ हैं। उसने कितने एप्पल के पेड़ खरीदे?"	उमा की पेल में कुछ शंख थीं। वह 2 और शंख पाती है। अब उसके पास कुल 8 शंख हैं। उसके पास पहले से कितने शंख थे?	2	3	4	5	trees	trees	trees	trees	7 + <3> = 10	2					7	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	9	3	1	6	"एक फुटबॉल फ़राज़ ने पहले हाफ में 3 गोल किए। फिर उन्होंने दूसरे हाफ में अधिक गोल किए। उन्होंने 5 गोल से गेम जीता! दूसरे हाफ में उन्होंने कितने गोल किए?"	एक फुटबॉल फ़राज़ ने पहले हाफ में 3 गोल किए। फिर उन्होंने दूसरे हाफ में अधिक गोल किए। उन्होंने 5 गोल से गेम जीता! दूसरे हाफ में उन्होंने कितने गोल किए?	2	5	8	10	goals	goals	goals	goals	3 + <2> = 5	1					3	2	+	B	wordwindow-stone-yellow.png	wordwindow-stone-green.png		
