Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12
MiniTest_7_2	2	72006, 72007, 72008, 72009, 72010									
			72006	image_sentence		l9_rabbitundertable.png			A rabbit is under the table.	A rabbit is under the table.	A rabbit is on the table.^A rabbit is under the table.^A cat is under the table.
			72007	image_sentence		l7_hecandrive.png			He can drive.	He can drive.	He can drive.^She can drive.^He can draw.
			72008	sentence_sentence		Choose the right one.			Choose the right one.	The milk is delicious.	The milk delicious is.^The milk is delicious.^The milk delicious.
			72009	sentence_sentence		Choose the right one.			Choose the right one.	She runs fast.	She runs fast.^She fast runs.^She running fast.
			72010	sentence_word		I need a _____.			I need a pencil	pencil	paper^pencil^envelope
											
MiniTest_7_2	3	72011, 72012, 72013, 72014, 72015									
			72011	image_sentence		l9_teachersitschair.png			A teacher sits in the chair.	A teacher sits in the chair.	A teacher sits in the chair.^A teacher cleans the chair.^A boy sits in the chair.
			72012	image_sentence		l8_heeatingfish.png			He is eating fish.	He is eating fish.	They are eating fish.^He is eating fish.^He is eating salad.
			72013	sentence_sentence		Choose the right one.			Choose the right one.	He has bananas.	He have bananas.^He has bananas.^He is have bananas.
			72014	sentence_sentence		Choose the right one.			Choose the right one.	Rehmaneera eats many apples.	Rehmaneera eats many apples.^Rehmaneera many apples eats.^Rehmaneera eating many apples.
			72015	sentence_word		I need an _____.			I need an envelope	envelope	paper^pencil^envelope
											
MiniTest_7_3	1	73001, 73002, 73003, 73004, 73005									
			73001	soundonly_image					she likes the yellow shoes	l11_shelikesyellowshoes.png	l11_shelikesyellowshoes.png^l11_shelikespinkshoes.png^l11_shelikespinkhat.png
			73002	soundonly_image					surprised	emotions_6_cropped_surprised.png	emotions_6_cropped_surprised.png^emotions_5_cropped_excited.png^emotions_3_cropped_angry.png
			73003	sentence_sentence		Choose the right one.			Choose the right one.	Rehmaneera eats an apple.	Rehmaneera eats a apples.^Rehmaneera eats an apple.^Rehmaneera eating apple.
			73004	sentence_sentence		Mouse said, “Please, Lion. _____________			Mouse said. Please Lion.   Do not eat me.	Do not eat me.	Do not eat me.^I will help you.^That is silly.
			73005	sentence_sentence		This kitten has _________.			This kitten has four legs	four legs	four legs^two legs^no legs
											
MiniTest_7_3	2	73006, 73007, 73008, 73009, 73010									
			73006	soundonly_image					the girl has green mangoes	l11_girlhasgreenmangoes.png	l11_girlhasgreenbananas.png^l11_girlhasgreenmangoes.png^l11_shehasball.png
			73007	soundonly_image					excited	emotions_5_cropped_excited.png	emotions_6_cropped_surprised.png^emotions_5_cropped_excited.png^emotions_3_cropped_angry.png
			73008	sentence_sentence		Choose the right one.			Choose the right one.	He sings a song.	He sings song.^He singing a song.^He sings a song.
			73009	sentence_sentence		Mouse said, “Let me go. Someday,________			Mouse said. Let me go. Someday. I will help you.	I will help you.	Do not eat me.^I will help you.^That is silly.
			73010	sentence_sentence		These two fishes do not have _________.			These two fishes do not have legs	legs	legs^eyes^tails
											
MiniTest_7_3	3	73011, 73012, 73013, 73014, 73015									
			73011	soundonly_image					the girl has green bananas	l11_girlhasgreenbananas.png	l11_girlhasgreenbananas.png^l11_girlhasgreenmangoes.png^l11_shehasball.png
			73012	soundonly_image					angry	emotions_3_cropped_angry.png	emotions_6_cropped_surprised.png^emotions_5_cropped_excited.png^emotions_3_cropped_angry.png
			73013	sentence_sentence		Choose the right one.			Choose the right one.	They drink milk.	They drink milk.^They milk drink.^They drinking milk.
			73014	sentence_sentence		Lion said, __________			Lion said. that is silly	That is silly.	Do not eat me.^I will help you.^That is silly.
			73015	sentence_sentence		These four birds have __________ each.			These four birds have two legs each.	two legs	four legs^two legs^no legs
											
PostTest_7	1	7001, 7002, 7003, 7004, 7005, 7006, 7007, 7008, 7009, 7010									
			7001	sentence_sentence		Who is he?			He is my brother.	He is my brother.	It is a chair.^He is my brother.^I am a student.
			7002	sentence_sentence		Are you happy?			Yes I am.	Yes, I am.	Yes, I am.^Yes, it is.^Yes, they are.
			7003	soundonly_image					a cat is under the table	l9_catundertable.png	l9_catundertable.png^l9_dogundertable.png^l9_catonbox.png
			7004	soundonly_image					the bag is next to the bed	l10_bagnextbed.png	l10_bagonbed.png^l10_bagunderbed.png^l10_bagnextbed.png
			7005	soundonly_sentence					they are farmers	They are farmers.	He is a farmer.^They are not farmers.^They are farmers.
			7006	soundonly_sentence					she is not young	She is not young.	She is young.^She is not young.^He is very young.
			7007	sentence_sentence		Choose the right one.			He swims fast.	He swims fast.	He swim fast.^He swimming fast.^He swims fast.
			7008	sentence_sentence		Choose the right one.			The dogs run every day.	The dogs run every day.	The dogs runs every day.^The dogs run every day.^The dogs are run every day.
			7009	imageseq_sentence		Cows make milk.		A baby cow is called a calf.	Cows make milk. Baby cows eat grass. A baby cow is called a calf.	Baby cows eat grass.	Baby cows eat grass.^Som people eat cows.^I don't drink milk.
			7010	imageseq_image		book_en_349_page_2.png		book_en_349_page_6.png	Kushal and Ajeet wake up with the sun. Ajeet drinks chai. Kushal does too. Kushal and baba watch the sun go down.	book_en_349_page_4.png	book_en_349_page_4.png^book_en_349_page_5.png^book_en_349_page_3.png
											
PostTest_7	2	7011, 7012, 7013, 7014, 7015, 7016, 7017, 7018, 7019, 7020									
			7011	sentence_sentence		What's this?			It's a frog.	It's a frog.	I'm good.^He is sad.^It's a frog.
			7012	sentence_sentence		Is she a doctor?			No she isn't.	No, she isn't.	No, I am not.^No, she isn't.^No, it isn't.
			7013	soundonly_image					she stands next to the tree	l9_shestandtree.png	l9_shestandtree.png^l9_theystandtree.png^l9_hestandtree.png
			7014	soundonly_image					the birds are on the roof	l10_birdsonroof.png	l10_birdsinsky.png^l10_birdsinnest.png^l10_birdsonroof.png
			7015	soundonly_sentence					he is at school	He is at school.	He is at home.^He is at school.^I am at school.
			7016	soundonly_sentence					i am not tall	I am not tall.	I am not tall.^I am tall.^He is not tall.
			7017	sentence_sentence		Choose the right one.			She runs fast.	She runs fast.	She running fast.^She runs fast.^She run fast.
			7018	sentence_sentence		Choose the right one.			They play a game.	They play a game.	They play a game.^They are play a game.^They plays a game.
			7019	imageseq_sentence		Kushal and Ajeet wake up with the sun.		Kushal does too.	Kushal and Ajeet wake up with the sun. Ajeet washes his face. Kushal does too.	Ajeet washes his face.	Ajeet washes his face.^Kushal washes his hands.^They work all day.
			7020	imageseq_image		book_en_347_page_1.png		book_en_347_page_7.png	Good morning cow! Wake up. Some people take care of cows. Cows help people work. Cows live in groups just like people do	book_en_347_page_3.png	book_en_347_page_3.png^book_en_347_page_5.png^book_en_347_page_4.png
											
MiniTest_8_1	1	81001, 81002, 81003, 81004, 81005									
			81001	image_sentence		l13_lionbetweentrees.png			The lion is between the trees.	The lion is between the trees.	The lion is between the trees.^The lion is in front of the trees.^The lion is behind the trees.
			81002	soundonly_image					he can't cook well	l12_hecantcookwell.png	l12_shecancookwell.png^l12_theycannotcookwell.png^l12_hecantcookwell.png
			81003	sentence_sentence		Choose the right one.			Choose the right one..	It is not sunny today.	It is not sunny today.^It not sunny today.^It not is sunny today.
			81004	sentence_sentence		Choose the right one.			Choose the right one.	You have big hands.	You have big hands.^You has big hands.^You are have big hands.
			81005	soundonly_image					Would you like to be orange like a Fish?	book_en_406_page_3.png	book_en_406_page_4.png^book_en_406_page_3.png^book_en_406_page_2.png
											
MiniTest_8_1	2	81006, 81007, 81008, 81009, 81010									
			81006	image_sentence		l13_oldmanfrontgirl.png			The old man is in front of the girl.	The old man is in front of the girl.	The old man is in front of the girl.^The old man is behind the girl.^The old man is next to the girl.
			81007	soundonly_image					she cannot read well	l12_shecannotreadwell.png	l12_hecannotreadwell.png^l12_shecannotreadwell.png^l12_shecannotwritewell.png
			81008	sentence_sentence		Choose the right one.			Choose the right one..	The boys are not tall.	The boys are not tall.^They boys not tall.^The boys not are tall.
			81009	sentence_sentence		Choose the right one.			Choose the right one.	She has a long neck.	She has a long neck.^She have a long neck.^She is have a long neck.
			81010	soundonly_image					Would you like to have eight arms like an Octopus?	book_en_406_page_2.png	book_en_406_page_4.png^book_en_406_page_3.png^book_en_406_page_2.png
											
MiniTest_8_1	3	81011, 81012, 81013, 81014, 81015									
			81011	image_sentence		l12_shecannotwritewell.png			She cannot write well.	She cannot write well.	She cannot write well.^She cannot cook well.^She cannot jump well.
			81012	soundonly_image					the cat is behind the box	l13_catbehindbox.png	l13_catbetweenboxes.png^l13_catfrontbox.png^l13_catbehindbox.png
			81013	sentence_sentence		Choose the right one.			Choose the right one.	It is not cold today.	It is not cold today.^It not cold today.^It not is cold today.
			81014	sentence_sentence		Choose the right one.			Choose the right one.	This is my mouth.	This is my mouth.^This are my mouth.^This am my mouth.
			81015	soundonly_image					Would you like to jump and play like a Dolphin?	book_en_406_page_4.png	book_en_406_page_4.png^book_en_406_page_3.png^book_en_406_page_2.png
											
MiniTest_8_2	1	82001, 82002, 82003, 82004, 82005									
			82001	soundonly_sentence					I was angry.	I was angry.	I was angry.^I did angry.^I were angry.
			82002	sentence_word		Look at the frogs __________.			look at the frogs on the rock	on the rock	on the rock^in the sky^in the nest
			82003	sentence_word		This is __________.			this is my bag	my bag	my bag^me bag^I bag.
			82004	listeningcomp_sentence	Bugs are small. Sometimes. It is hard to see them because they are so small. Some live in the ground. Some live in trees. I see them indoors. I see them outdoors. Bugs are everywhere.	What is this story about?				It is about bugs.	It is about bugs.^It is about food.^It is about people.
			82005	paragraph_sentence	What does Govind like to do?	Govind likes to cook. He cooks with his mom. They cook dinner for their family. It is nice to cook for family.				He likes to cook.	He likes to cook.^He likes to read.^He likes to jump.
											
MiniTest_8_2	2	82006, 82007, 82008, 82009, 82010									
			82006	soundonly_sentence					he was cute	He was cute.	He was cute.^He were cute.^He did cute.
			82007	sentence_word		The boy is __________.			the boy is under the table	under the table	under the table^in the room^on the box
			82008	sentence_word		They are __________.			they are his cats	his cats	his cats^he cats^him cats
			82009	listeningcomp_sentence	Bugs are small. Sometimes. It is hard to see them because they are so small. Some live in the ground. Some live in trees. I see them indoors. I see them outdoors. Bugs are everywhere.	Where are bugs?				They are everywhere.	They are everywhere.^They are in the ocean.^We cannot see them.
			82010	paragraph_sentence	Does Govind cook with his dad?	Govind likes to cook. He cooks with his mom. They cook dinner for their family. It is nice to cook for family.				No, he does not.	Yes, he does.^No, he does not.^We do not know.
											
MiniTest_8_2	3	82011, 82012, 82013, 82014, 82015									
			82011	soundonly_sentence					They were kind.	They were kind.	They were kind.^They was kind.^They did kind.
			82012	sentence_word		The bus stop is _________ the school.			the bus stop is in front of the school	in front of	in front of^between^next to
			82013	sentence_word		She likes __________.			she likes her dress	her dress	her dress^she dress^you dress
			82014	listeningcomp_sentence	Bugs are small. Sometimes it is hard to see them because they are so small. Some live in the ground. Some live in trees. I see them indoors. I see them outdoors. Bugs are everywhere.	Why is it sometimes hard to see bugs?				Because they are so small.	Because they are so small.^Because they are so big.^Because they are sad.
			82015	paragraph_sentence	Does Govind cook dinner with his mom?	Govind likes to cook. He cooks with his mom. They cook dinner for their family. It is nice to cook for family.				Yes, he does.	Yes, he does.^No, he does not.^We do not know.
											
MiniTest_8_3	1	83001, 83002, 83003, 83004, 83005									
			83001	soundonly_image					the boy wants to be a doctor	l16_hewantsdoctor.png	l16_hewantsteacher.png^l16_girlwantsdoctor.png^l16_hewantsdoctor.png
			83002	sentence_sentence		Choose the right one.			Choose the right one.	She is seven years old.	She is seven years old.^She seven old years.^she is sevenyearsold
			83003	paragraph_sentence		Sabina loves beans. _____________ She is very happy when her dad cooks beans. Her dad adds just the right amount of salt. The beans are very tasty.			Sabina loves beans. Beans are her favourite food .She is very happy when her dad cooks beans .Her dad add just a right amount of salt. The Beans are very tasty	Beans are her favorite food.	Beans are her favorite food.^She likes mangoes.^Carrots are her favorite food.
			83004	sentence_sentence		He caught _______.			he caught nothing	nothing	nothing^animals^birds
			83005	sentence_sentence		Mother says, ______________			mother says. You are too dirty	You are too dirty!	Now I like to wash!^I don't want to wash!^You are too dirty!
											
MiniTest_8_3	2	83006, 83007, 83008, 83009, 83010									
			83006	soundonly_image					the girl wants to be a doctor	l16_girlwantsdoctor.png	l16_hewantsteacher.png^l16_girlwantsdoctor.png^l16_hewantsdoctor.png
			83007	sentence_sentence		Choose the right one.			Choose the right one.	He has three brothers.	He has three brothers.^He threebrothers has.^he has threebrothers
			83008	paragraph_sentence		Sabina loves beans. Beans are her favorite food. She is very happy when her dad cooks beans. Her dad adds just the right amount of salt. _________________			Sabina loves beans. Beans are her favourite food .She is very happy when her dad cooks beans .Her dad add just a right amount of salt. The Beans are very tasty	The beans are very tasty.	The beans are very tasty.^The beans are not tasty.^She doesn't like beans.
			83009	sentence_sentence		Nalini went hunting ________.			masha went hunting at night	at night	in the day^every day^at night
			83010	sentence_sentence		Juhi says, ___________			nia says. I don't want to wash	I don't want to wash!	Now I like to wash!^I don't want to wash!^You are too dirty!
											
MiniTest_8_3	3	83011, 83012, 83013, 83014, 83015									
			83011	soundonly_image					the boy wants to be a teacher	l16_hewantsteacher.png	l16_hewantsteacher.png^l16_girlwantsdoctor.png^l16_hewantsdoctor.png
			83012	sentence_sentence		Choose the right one.			Choose the right one..	My mom likes yellow.	My mom likes yellow.^mymom likesyellow.^My mom yellow likes.
			83013	paragraph_sentence		Sabina loves beans. Beans are her favorite food. _____________ when her dad cooks beans. Her dad adds just the right amount of salt. The beans are very tasty.			Sabina loves beans. Beans are her favourite food .She is very happy when her dad cooks beans .Her dad add just a right amount of salt. The Beans are very tasty	She is happy	She is happy^She is sad^She is scared
			83014	sentence_sentence		He was scared, but he did not _______.			he was scared but he did not give up	give up	go alone^give up^go hunting
			83015	sentence_sentence		Juhi says, ___________			nia says. Now I like to wash	Now I like to wash!	Now I like to wash!^I don't want to wash!^You are too dirty!
											
PostTest_8	1	8001, 8002, 8003, 8004, 8005, 8006, 8007, 8008, 8009									
			8001	soundonly_sentence					a cat is on the chair	A cat is on the chair.	A cat is on the chair.^a cat is on the Chair.^A cat is onthechair.
			8002	sentence_word		He ______ a doctor then.			he was a doctor then	was	was^is^were
			8003	sentence_word		Arvind ______ scared yesterday.			mark looked scared yesterday	looked	looked^looks^looking
			8004	soundonly_image					jill plays a game alone	simo_friends_4_cropped_playball.png	simo_friends_4_cropped_playball.png^eating_3.png^elephant_frogs_4_sentence_frogs_2.png
			8005	paragraph_sentence	What does Worm like to do?	Worm and bird are friends. Worm likes to slide. Bird likes to fly. Worm likes the dirt. Bird  likes the sky. Worm likes the rain. Bird likes the sun. But worm and bird both like to play!				Worm likes to slide.	Worm likes to slide.^Worm likes to fly.^Worm likes to sing.
			8006	paragraph_sentence	What is true?	Lakshmi has a big family. She has two brothers. One is older. One is younger. She has two sisters. One is older. One is younger. Lakshmi likes to play with her brothers and sisters. They are lots of fun.				Lakshmi has two sisters.	Lakshmi has a small family.^Lakshmi has two older brothers.^Lakshmi has two sisters.
			8007	paragraph_sentence	What does Deep like to do?	Deep runs to the market. Deep runs very fast. He likes to run fast. Oh no! He falls on a rock. He hurts his knee. Next time Deep goes to the market, he runs slowly. He is more careful.				He likes to run fast.	He likes to run fast.^He likes to fall down.^He likes to drink milk.
			8008	imageseq_sentence	What best describes the image sequence?	book_en_407_page_1.png	book_en_407_page_6.png	book_en_407_page_7.png		A fawn was running in the forest. The fawn tripped. The fawn cried and cried.	A fawn was running in the forest. He ran faster than the rabbit. The fawn cried and cried.^A fawn was running in the forest. The fawn tripped. The fawn cried and cried.^The fawn ran faster than the rabbit. The fawn tripped. Finally he fawn stopped crying.
			8009	imageseq_image		book_en_404_page_5.png		book_en_404_page_7.png	Juhi says. I don't want to wash. She kicks the soap. That night she dreams. she is a princess. Dirt monsters attack the castle. The dirt and bugs are all around her.	book_en_404_page_6.png	book_en_404_page_6.png^book_en_404_page_2.png^book_en_404_page_9.png
											
PostTest_8	2	8011, 8012, 8013, 8014, 8015, 8016, 8017, 8018, 8019									
			8011	soundonly_sentence					a dog is on the box	A dog is on the box.	A dog is on the box.^a dog is on the box^A dog is onthebox.
			8012	sentence_word		You ______ a strong boy then.			you were a strong boy then	were	was^are^were
			8013	sentence_word		The man ______ his car yesterday.			the man washed his car yesterday	washed	washed^wash^washing
			8014	soundonly_image					the frogs make noise every night	elephant_frogs_4_sentence_frogs_2.png	simo_friends_4_cropped_playball.png^eating_3.png^elephant_frogs_4_sentence_frogs_2.png
			8015	paragraph_sentence	What does Bird like?	Worm and bird are friends. Worm likes to slide. Bird likes to fly. Worm likes the dirt. Bird  likes the sky. Worm likes the rain. Bird likes the sun. But worm and bird both like to play!				Bird likes the sky and the sun.	Bird likes the sky and the sun.^Bird likes the rain and the dirt.^Bird likes the dirt and the slide.
			8016	paragraph_sentence	What is true?	Lakshmi has a big family. She has two brothers. One is older. One is younger. She has two sisters. One is older. One is younger. Lakshmi likes to play with her brothers and sisters. They are lots of fun.				Lakshmi has a big family.	Lakshmi has a big family.^Lakshmi has two older brothers.^Lakshmi has one sister.
			8017	paragraph_sentence	Does Deep hurt his face?	Deep runs to the market. Deep runs very fast. He likes to run fast. Oh no! He falls on a rock. He hurts his knee. Next time Deep goes to the market, he runs slowly. He is more careful.				No, he doesn't.	Yes, he does.^No, he doesn't.^Yes, he is.
			8018	imageseq_sentence	What best describes the image sequence?	book_en_407_page_7.png	book_en_407_page_8.png	book_en_407_page_10.png		The fawn hurt his leg. The monkey tried to help him. His mother came and gave him a hug.	The fawn hurt his leg. The monkey tried to help him. His mother came and gave him a hug.^The fawn was running in the forest. He hurt his leg. The monkey tried to help him.^The monkey tried to help the frawn. His mother came and gave him a hug. He hurt his leg.
			8019	imageseq_image		book_en_408_page_1.png		book_en_408_page_5.png	Today is Varun's birthday. Varun and his friend lele are very happy. Suddenly rain start to fall and s uddenly fishes start to fall from sky. The water reaches Biren's waist. Biren is afraid.	book_en_408_page_4.png	book_en_408_page_6.png^book_en_408_page_2.png^book_en_408_page_4.png
											
MiniTest_9_1	1	91001, 91002, 91003, 91004, 91005									
			91001	soundonly_image					She is reading under the table.	l15_shereadundertable.png	l15_shereadundertable.png^l15_shereadontable.png^l15_shereadundertree.png
			91002	soundonly_image					the cat is behind the box	l13_catbehindbox.png	l13_catbetweenboxes.png^l13_catfrontbox.png^l13_catbehindbox.png
			91003	sentence_sentence		Choose the right one.			Choose the right one.	I have a pencil.	I have a pencil.^Ihave apencil.^i have A pencils.
			91004	listeningcomp_sentence	Mohan is a nurse. He helps people when they are sick. He helps understand what is wrong and give some medicine to help them feel better. He also gives advice to people. so that they can be healthy. Being healthy helps people from getting sick	What is Mohan's job?				He is a nurse.	He is a nurse.^He is a teacher.^He is a farmer.
			91005	imageseq_sentence		Himani was born in 1940. She grew up on a farm.		When Himani was an old woman. she was given the Nobel Peace Prize.	Himani was born in 1940. She grew up on a farm. Himani began the green belt movement. When Himani was an old woman. she was given the nobel peace prize	Himani began the Green Belt movement.	She led people to plant trees all across the country.^Himani went to university in the United States.^Himani began the Green Belt movement.
											
MiniTest_9_1	2	91006, 91007, 91008, 91009, 91010									
			91006	soundonly_image					she is reading on the table	l15_shereadontable.png	l15_shereadundertable.png^l15_shereadontable.png^l15_shereadundertree.png
			91007	soundonly_image					the school is next to the park	l13_schoolnextpark.png	l13_schoolnextpark.png^l13_oldmanbtwboys.png^l13_dogbtwgoat_sheep.png
			91008	sentence_sentence		Choose the right one.			Choose the right one.	She cannot read well.	She cannot read well.^She cannotread well.^She cannot reading well.
			91009	listeningcomp_sentence	Mohan is a nurse. He helps people when they are sick. He helps understand what is wrong and give some medicine to help them feel better. He also gives advice to people. so that they can be healthy. Being healthy helps people from getting sick	What helps people from getting sick?				Being healthy.	Being healthy.^Being happy.^Being hungry.
			91010	imageseq_sentence		Himani believed things should be fair.		Himani began the Green Belt movement.	Himani believed that  the things should be fair. Himani knew that plants and animals are important to our world. Himani began the green belt movement	Himani knew that plants and animals are important to our world.	She led people to plant trees all across the country.^Himani went to university in the United States.^Himani knew that plants and animals are important to our world.
											
MiniTest_9_1	3	91011, 91012, 91013, 91014, 91015									
			91011	soundonly_image					she is reading under the tree	l15_shereadundertree.png	l15_shereadundertable.png^l15_shereadontable.png^l15_shereadundertree.png
			91012	soundonly_image					the cat is behind the box	l13_catbehindbox.png	l13_catbetweenboxes.png^l13_catfrontbox.png^l13_catbehindbox.png
			91013	sentence_sentence		Choose the right one.			Choose the right one.	Lions don't eat carrots.	Lions don't eat carrots.^Lions doesn't eating carrots.^Lions not eat carrots.
			91014	listeningcomp_sentence	Mohan is a nurse. He helps people when they are sick. He helps understand what is wrong and give some medicine to help them feel better. He also gives advice to people. so that they can be healthy. Being healthy helps people from getting sick	Is Mohan a doctor?				No, he is not.	No, he is not.^Yes, he is.^We do not know.
			91015	imageseq_sentence		Himani went to university in the United States.		They made the country more green.	Himani went to university in the United States. She led people to plant trees all across the country. They made the country more green.	She led people to plant trees all across the country.	She fought for the rights to the women in the schools.^She led people to plant trees all across the country.^When Himani was an old woman, she was given the Nobel Peace Prize.
											
MiniTest_9_2	1	92001, 92002, 92003, 92004, 92005									
			92001	soundonly_sentence					he doesn't dance	He doesn't dance.	He doesn't dance.^He dances well.^He doesn't sing.
			92002	soundonly_image					she is helping her dad carry boxes	l17_shehelpdadcarry.png	l17_shehelpmomdry.png^l17_shehelpmomcook.png^l17_shehelpdadcarry.png
			92003	sentence_sentence		Choose the right one.			Choose the right one..	They sell milk together.	They sell milk together.^They sells milk together.^They selling milk together.
			92004	listeningcomp_sentence	Sonia likes to look at the stars. She can see them from her house. She can see them at night. She can see them in the sky. Sonia wants to count all the stars. But there are too many.	Are there many stars in the sky?				Yes, there are.	Yes, there are.^No, there are not.^We do not know.
			92005	paragraph_sentence		In the morning, Fox went for a walk. He walked _________________________. His stomach rumbled with hunger. He looked all around for something to eat.			In the morning. fox went for a walk. He walked until the sun is high. His stomach rumbled with hunger. He looked all around for something to eat.	until the sun is high	until he met a tree^until he found the sun^until the sun is high
											
MiniTest_9_2	2	92006, 92007, 92008, 92009, 92010									
			92006	soundonly_sentence					she doesn't like cats	She doesn't like cats.	She doesn't like cats.^She likes cats.^She doesn't have dogs.
			92007	soundonly_image					she is helping her mom cook dinner	l17_shehelpmomcook.png	l17_shehelpmomdry.png^l17_shehelpmomcook.png^l17_shehelpdadcarry.png
			92008	sentence_sentence		Choose the right one.			Choose the right one.	He drinks milk every day.	He drinking milk every day.^He drink milk every day.^He drinks milk every day.
			92009	listeningcomp_sentence	Sonia likes to look at the stars. She can see them from her house. She can see them at night. She can see them in the sky. Sonia wants to count all the stars. But there are too many.	What does Sonia like to do?				She likes to look at the stars.	She likes to look at the stars.^She likes to clean the house.^She likes to feed goats.
			92010	paragraph_sentence		He saw some grapes high in a tree. ____________________ How could he get them? Fox reached with his arms. He could almost taste the grapes!			He saw some grapes high in a tree. They must be so sweet! How could he get them? Fox reached with his arms. He could almost taste the grapes.	They must be so sweet!	They must be too sour!^They must be so sweet!^They must be grapes!
											
MiniTest_9_2	3	92011, 92012, 92013, 92014, 92015									
			92011	soundonly_sentence					they don't eat fish	They don't eat fish.	They don't eat fish.^They are eating fish.^They don't catch frogs.
			92012	soundonly_image					She is helping her mom dry clothes.	l17_shehelpmomdry.png	l17_shehelpmomdry.png^l17_shehelpmomcook.png^l17_shehelpdadcarry.png
			92013	sentence_sentence		Choose the right one.			Choose the right one.	The van drives down the road.	The van drive down the road.^The van drives down the road.^The van driving down the road.
			92014	listeningcomp_sentence	Sonia likes to look at the stars. She can see them from her house. She can see them at night. She can see them in the sky. Sonia wants to count all the stars. But there are too many.	What does Sonia look at each evening?				The stars in the sky.	The stars in the sky.^The house from outside.^Her baby brother.
			92015	paragraph_sentence		Fox could not get the grapes by jumping. _______________ Could he find another way? We will never know, because Fox stopped trying.			Fox could not get the grapes by jumping. He was getting upset. Could he find another way? We would never know. Because fox stopped trying.	He was getting upset.	He was getting happy.^He was getting upset.^It was getting dark.
											
MiniTest_9_3	1	93001, 93002, 93003, 93004, 93005									
			93001	soundonly_image					the cat is bigger than the bird	l4_catbird.png	l4_dogcat.png^l4_catbird.png^l4_dogbird.png
			93002	soundonly_image					basket is full of bunches of grapes	l10_grapesinbasket.png	l10_grapesinbasket.png^l10_applesinbasket.png^l10_birdsinnest.png
			93003	sentence_sentence		Choose the right one.			Choose the right one.	Are they students?	Are they students?^Are they students.^are they students?
			93004	sentence_sentence		Choose the right one.			Choose the right one.	We had lunch.	We had lunch.^We has lunch.^We haved lunch.
			93005	paragraph_sentence		Richa was late for school. _________________, but it had already passed her street. Richa yelled for the driver to stop, but the driver didn't hear.			Richa was late for school. She ran to catch the bus. But the bus had already passed her street. Richa yelled for the driver to stop. but the driver didn't hear.	She ran to catch the bus	She walked slowly^She ran to catch the bus^She shouted alone
											
MiniTest_9_3	2	93006, 93007, 93008, 93009, 93010									
			93006	soundonly_image					the bird is smaller than the dog	l4_dogbird.png	l4_dogcat.png^l4_catbird.png^l4_dogbird.png
			93007	soundonly_image					the basket is full of mellow apples	l10_applesinbasket.png	l10_grapesinbasket.png^l10_applesinbasket.png^l10_birdsinnest.png
			93008	sentence_sentence		Choose the right one.			Choose the right one.	Does he like bananas?	Does he like bananas?^Does he like bananas.^does he like bananas?
			93009	sentence_sentence		Choose the right one.			Choose the right one.	They ran fast.	They runs fast.^They runned fast.^They ran fast.
			93010	paragraph_sentence		Then, a truck passed Richa. _____________, Richa thought. I could learn to drive and drive to school.			Then. A truck passed Richa. If only I had a truck. Richa thought. I could learn to drive. And drive to school.	If only I had a truck	If only I had a truck^If only I had a boat^If only I got up early
											
MiniTest_9_3	3	93011, 93012, 93013, 93014, 93015									
			93011	soundonly_image					the cat is smaller than the dog	l4_dogcat.png	l4_dogcat.png^l4_catbird.png^l4_dogbird.png
			93012	soundonly_image					nest is full of three yellow birds	l10_birdsinnest.png	l10_grapesinbasket.png^l10_applesinbasket.png^l10_birdsinnest.png
			93013	sentence_sentence		Choose the right one.			Choose the right one.	Where is the cat?	Where is the cat?^Where is the cat.^where is the cat?
			93014	sentence_sentence		Choose the right one.			Choose the right one.	She made a chair.	She made a chair.^She maked a chair.^She make a chair.
			93015	paragraph_sentence		Richa's school wasn't near the water, though. A boat couldn't take Richa to school, either. _________________, Richa asked herself again. I know! I'll take a motorcycle! Richa shouted.			Richa's school wasn't near the water though. A boat couldn't take Richa to school either. How can I get to school.. Richa asked herself again. I know. I will take a motorcycle. Richa shouted.	How can I get to school?	How can I buy a bicycle?^How can I drive a truck?^How can I get to school?
											
PostTest_9	1	9001, 9002, 9003, 9004, 9005, 9006, 9007, 9008, 9009, 9010									
			9001	sentence_sentence		Choose the right one.			Choose the right one.	She is a smart kid.	She is a smart kid.^She is a kid smart kids.^She be a smart kid.
			9002	sentence_sentence		Choose the right one.			Choose the right one.	The snake moves slowly.	The snake move slowly.^The snakes moves slowly.^The snake moves slowly.
			9003	soundonly_image					the boy is standing behind chair	l15_boystandbhdchair.png	l15_boystandbhdchair.png^l15_boystandbtwchairs.png^l15_boystandnextchair.png
			9004	soundonly_image					she is giving the boys milk	l17_shegivingmilk.png	l17_shegivingmilk.png^l17_shegivingbread.png^l17_shegivingwater.png
			9005	paragraph_sentence		Every morning, Aayushi thinks about the plants she will see on the walk to school. On the way to school, Aayushi walks through a field of flowers. She picks a pretty pink flower. ______________________________. The flower smells sweet.			Every morning. Aayushi thinks about the plants she will see on the walk to school. On the way to school. Aayushi walks through a field of flowers. She picks a pretty pink flower. Aayushi takes a deep breath through her nose . The flower smells sweet.	Aayushi takes a deep breath through her nose.	Aayushi wll eat some fresh fruit.^Aayushi takes away the pink flower.^Aayushi takes a deep breath through her nose.
